"Rows from: systek_raw_rows","id","company_key","name","domain","clean_domain","orgnr","proff_url","profit_before_tax","turnover","industry","company_size","location","created_at","updated_at"
,,"nett-tjenester.net","Nett-Tjenester AS","https://nett-tjenester.net","nett-tjenester.net","995627868","https://www.proff.no/selskap/nett-tjenester-as/torp/-/IGGRRDO0000","NOK 14 941 000 (2024)","NOK 358 598 000 (2024)","Bygging av anlegg for elektrisitet og telekommunikasjon på land","144","Sundløkkaveien 73, 1659 Torp","2025-12-09 12:40:17.765+00",
,,"eelume.com","EELUME AS","https://www.eelume.com/","eelume.com","915 649 912","https://www.proff.no/selskap/eelume-as/trondheim/designere/IF55JZS009Y","NOK -21,757,000 (2024)","NOK 406,000 (2024)","Industri-, produkt- og motedesignvirksomhet","20","Transittgata 10A, 7042 Trondheim","2025-12-07 10:05:28.369+00",
,,"asplanviak.no","Trondheim (Stjørdal)","https://www.asplanviak.no/","asplanviak.no","932 080 176","https://www.proff.no/selskap/kombo-restaurant/trondheim/serveringssteder/IFEXPO00DRM","-516 (2024)","0 (2024)","Drift av restauranter","43","Nordre gate 12, 7011 Trondheim","2025-12-10 10:06:20.038+00",
,,"orgbrain.no","Orgbrain","https://orgbrain.no/kampanjer/portal-for-styremoter-og-generalforsamlinger?utm_source=google&utm_medium=cpc&utm_campaign=em-1-core-brand&utm_term=orgbrain&utm_campaign=1+%7C+Core+Brand&utm_source=adwords&utm_medium=ppc&hsa_acc=1539486384&hsa_cam=16573841738&hsa_grp=135918687833&hsa_ad=587626569790&hsa_src=g&hsa_tgt=kwd-953238400209&hsa_kw=orgbrain&hsa_mt=e&hsa_net=adwords&hsa_ver=3&gad_source=1&gad_campaignid=16573841738&gbraid=0AAAAAocsmRvJgWUmHRt49_M0omlHqSoTo&gclid=CjwKCAiA3L_JBhAlEiwAlcWO50w9sr9xCpFLRkl8Hu7K3fQDOLFeB9sY9emaqgALYjekOtpbek3pzBoCcccQAvD_BwE","orgbrain.no","918 785 892","https://www.proff.no/selskap/orgbrain-as/oslo/dataprogramvare-og-utvikling/IF70RQC009O","−2 699 (in 1000 NOK) (2024)","6 444 (in 1000 NOK) (2024)","Dataprogramvare og -utvikling","9","Dronning Eufemias gate 6, 0191 Oslo","2025-12-05 10:06:10.808+00",
,,"norskdyremat.no","Norsk Dyremat AS","norskdyremat.no","norskdyremat.no","962 977 006","https://www.proff.no/selskap/norsk-dyremat-as/sirev%C3%A5g/kj%C3%A6ledyr-og-varer-til-kj%C3%A6ledyr/IFXBXTA119F","NOK 26 238 (2024)","NOK 401 070 (2024)","Kjæledyr og varer til kjæledyr; Produsenter; Nærings- og nytelsesmidler - produksjon; Fôr.","74","Nylund 30, 4364 Sirevåg, Norway, 4364 Sirevåg","2025-12-09 12:40:17.763+00",
,,"hydroscand.no","Hydroscand Norge","http://www.hydroscand.no","hydroscand.no","915 322 506","https://www.proff.no/selskap/hydroscand-as/frogner/grossister/IF4YJD610NS","NOK 73 668 (2024)","NOK 799 012 (2024)","Grossister","256","Jeksleveien 100, 2016 Frogner","2025-12-07 10:03:50.744+00",
,,"loyning.no","Rådgivende Ingeniører Løyning AS","https://www.loyning.no/","loyning.no","968 469 029","https://www.proff.no/selskap/r%C3%A5dgivende-ingeni%C3%B8rer-l%C3%B8yning-as/-/-/968469029","-2 647 000 NOK (2024)","34 077 000 NOK (2024)","Byggeteknisk konsulentvirksomhet","22","Banehaven 4, 4608 Kristiansand S","2025-12-05 10:06:33.9+00",
,,"ti-as.no","TRANSPORTINDUSTRI AS","http://ti-as.no","ti-as.no","914 179 785","https://www.proff.no/selskap/transportindustri-as/fauske/karosserifabrikker-og-verksteder/IF4A1MX00OZ","NOK 3 666 000 (2024)","NOK 82 213 000 (2024)","Karosserifabrikker og -verksteder","23","Industriveien 9, 8208 Fauske","2025-12-06 10:04:52.034+00",
,,"sintef.no","Research Scientist – Photodetector Technology","https://www.sintef.no/","sintef.no","948 007 029","https://www.proff.no/selskap/sintef-i-oslo/oslo/forskning-og-utvikling/IF7UJ4Y00FV","","NOK 369 543 (2024 H)","forskning og utvikling","14","Gaustadalleen 23C, 0373 Oslo","2025-12-07 10:07:00.74+00",
,,"bedsys.no","Bedriftssystemer AS","http://www.bedsys.no","bedsys.no","885 384 382","https://www.proff.no/selskap/bedriftssystemer-as/troms%C3%B8/elektronikk-og-telekommunikasjonsutstyr-engros/IEN4UYM10MZ","NOK 36,109,000 (2024)","NOK 198,508,000 (2024)","Elektronikk- og telekommunikasjonsutstyr engros","21","Stakkevollvegen 16, 9016 Tromsø","2025-12-10 10:06:25.907+00",
,,"seafarmingsystems.com","Seafarming Systems AS","https://seafarmingsystems.com/","seafarmingsystems.com","918 309 535","https://www.proff.no/selskap/seafarming-systems-as/stavanger/tekniske-konsulenter/IF6QK6701OU","NOK 3,305,000 (2024)","NOK 14,430,000 (2024)","Tekniske konsulenter, Konsulenter","6","Kanalsletta 8, 4033 Stavanger","2025-12-08 10:04:53.345+00",
,,"coop.no","Coop Norge SA","https://www.coop.no/","coop.no","936 560 288","https://www.proff.no/selskap/coop-norge-sa/oslo/n%C3%A6rings-og-nytelsesmidler/IFHLQJK116S","","","Food and Beverages","2257","Østre Aker vei 264, 0977 Oslo","2025-12-10 10:04:19.107+00",
,,"giremobility.com","Gire Mobility","https://giremobility.com","giremobility.com","923 403 558","https://www.proff.no/selskap/gire-as/oslo/transport/IF9RQQU08ND","-27 585 000 NOK (2024)","27 298 000 NOK (2024)","Transport; Gods- og varetransport","20","Skippergata 9, 0152 Oslo","2025-12-07 10:04:39.253+00",
,,"siemens-energy.com","SIEMENS ENERGY TURBOMACHINERY AS","siemens-energy.com","siemens-energy.com","937 107 323","https://www.proff.no/selskap/siemens-energy-turbomachinery-as/kongsberg/produsenter/IFHXGMZ016D","NOK 47,659,000 (2024)","NOK 490,624,000 (2024)","Produsenter; Maskiner og utstyr; Maskiner og utstyr - produksjon","111","Kirkegårdsveien 45, 3616 Kongsberg","2025-12-09 12:40:17.766+00",
,,"polarismedia.no","Polaris Media ASA","https://www.polarismedia.no/","polarismedia.no","992 614 145","https://www.proff.no/selskap/polaris-media-asa/trondheim/aviser-fagblader-og-tidsskrifter/IGEZ5Z50ZDB","NOK 2,907,000,000 (2024)","NOK 25,000,000 (2024)","Utgivelse av aviser","73","Ferjemannsveien 10, 7042 Trondheim","2025-12-07 10:05:53.574+00",
,,"gardasikring.no","Garda Sikring AS","http://www.gardasikring.no","gardasikring.no","936 659 128","https://www.proff.no/selskap/garda-sikring-as/hagan/metaller-og-metallvarer/IFHNUT407S4","NOK 1 655 000 (2024)","NOK 811 572 000 (2024)","Metaller og metallvarer","378","Stamveien 8,, 1481 Hagan","2025-12-06 10:04:39.053+00",
,,"hafslund.no","Hafslund","https://hafslund.no/","hafslund.no","920 596 509","https://www.proff.no/selskap/hafslund-as/oslo/produsenter/IF83KT9016D","2442000000 NOK (2024)","123000000 NOK (2024)","","112","Harbitzalléen 5, 0275 Oslo","2025-12-13 10:06:50.163+00",
,,"ora-elektro.no","Øra Elektro AS","https://www.ora-elektro.no/","ora-elektro.no","827 026 042","https://www.proff.no/selskap/%C3%B8ra-elektro-as/sunndals%C3%B8ra/bygningsh%C3%A5ndverkere/IDOE1DM07TR","2 304 NOK (2024)","16 310 NOK (2024)","Bygningshåndverkere, Elektroentreprenører","9","Industrivegen 45A, 6600 Sunndalsøra","2025-12-12 10:05:37.354+00",
,,"bergen.kommune.no","Bergen kommune","http://www.bergen.kommune.no","bergen.kommune.no","964 338 531","https://www.proff.no/selskap/bergen-kommune/bergen/offentlig-administrasjon/IFY54DF10JX-4","","","Generell offentlig administrasjon","32966","Rådhusgaten 10, 5014 Bergen","2025-12-12 10:05:06.219+00",
,,"arbeidstilsynet.no","Arbeidstilsynet","arbeidstilsynet.no","arbeidstilsynet.no","974 761 211","https://www.proff.no/selskap/arbeidstilsynet-trondheim-prinsens-gate/trondheim/offentlig-administrasjon/IG4BLWY10JX","","","Offentlig administrasjon tilknyttet næringsvirksomhet og arbeidsmarked","189","7013 Trondheim","2025-12-11 10:05:02.981+00",
,,"volue.com","Volue","https://www.volue.com","volue.com","976 574 958","https://www.proff.no/selskap/volue-technology-as-avd-trondheim/trondheim/dataprogramvare-og-utvikling/IEHW36U009O","−14 103 (Beløp i 1000)","827 126 (Beløp i 1000)","Dataprogramvare og -utvikling","105","Holtermanns v. 7, 7030 Trondheim","2025-12-11 10:04:50.703+00",
,,"ishavskraft.no","Ishavskraft AS","https://www.ishavskraft.no/","ishavskraft.no","979 139 268","https://www.proff.no/selskap/ishavskraft-as/alta/energihandel/IG6YCP010N5","60 753 000 NOK (2024)","3 170 557 000 NOK (2024)","Handel med elektrisitet","93","Evjenveien 34, 9024 Tomasjord","2025-12-11 10:05:20.781+00",
,,"nord.no","Nord universitet","http://www.nord.no/no","nord.no","970 940 243","https://www.proff.no/selskap/nord-universitet-bod%C3%B8/bod%C3%B8/h%C3%B8yskoler-og-universiteter/IG4DCCS101S","","","Høyskoler og universiteter","1057","Universitetsalléen 11, 8026 Bodø","2025-12-13 10:15:14.044+00",
,,"sensorglobe.no","Sensor Globe Norway AS","https://www.sensorglobe.no/","sensorglobe.no","925 853 968","https://www.proff.no/selskap/sensor-globe-norway-as/stavanger/dataprogramvare-og-utvikling/IFB89HS009O","Resultat før skatt 2024: −860","Sum driftsinntekter 2024: 349","Dataprogramvare og -utvikling","1","Richard Johnsens Gate 4, 4021 Stavanger","2025-12-10 10:05:25.943+00",
,,"handyman.gsgroup.no","Handyman brukes daglig av over 43 000 serviceteknikere og montører i Skandinavia og Tyskland. Plattformen vår forenkler og effektiviserer feltservice-operasjoner med funksjoner som intuitiv tidsregistrering, ressursplanlegging og kontraktshåndtering – alt utviklet i tett samarbeid med kundene våre.","https://handyman.gsgroup.no/","handyman.gsgroup.no","932469863","https://www.proff.no/selskap/gsg-handyman-as/oslo/dataprogramvare-og-utvikling/IFF62CN009O","NOK -22,574,000 (2024)","NOK 52,775,000 (2024)","Dataprogramvare og -utvikling","19","Lilleakerveien 6D, 0283 Oslo","2025-12-10 10:07:08.857+00",
,,"oceaneering.com","Oceaneering Asset Integrity AS","https://www.oceaneering.com/","oceaneering.com","965 591 095","https://www.proff.no/aksjon%C3%A6rer/bedrift/oceaneering-asset-integrity-as/965591095","Resultat fr skatt 2024 41 303' NOK","Sum driftsinntekter2024 488 231","","0","Veste Svanholmen 24, 4313 Sandnes","2025-12-17 10:06:07.901+00",
,,"deepoceangroup.com","DeepOcean","https://www.deepoceangroup.com/","deepoceangroup.com","980 722 805","https://www.proff.no/selskap/deepocean-as/haugesund/utvinning-av-r%C3%A5olje-og-naturgass-tjenester/IG7WAK510LC","NOK 1,098.031 M (2024)","NOK 6,088.6 M (2024)","Utvinning av råolje og naturgass - tjenester","987","Killingøy, 5523 Haugesund","2025-12-11 10:05:26.635+00",
,,"kverneland-aqua.no","KVERNELAND AQUA AS","https://kverneland-aqua.no","kverneland-aqua.no","981 982 789","https://www.proff.no/selskap/kverneland-aqua-as/-/pumper/IG8NARP01CF","NOK 1 878' (Beløp i 1000) — 2024","NOK 47 951' (Beløp i 1000) — 2024","Produksjon av pumper og kompressorer ellers","36","Strandgata 151, 4307 Sandnes","2025-12-13 10:05:06.879+00",
,,"sykehusapotekene.no","Sykehusapotekene HF","sykehusapotekene.no","sykehusapotekene.no","992281618","https://www.proff.no/selskap/sykehusapotekene-hf/oslo/apotek-og-farmas%C3%B8ytiske-varer/IGES1EA0ZDK","NOK −56 192 (2024)","NOK 5 331 118 (2024)","Apotek og farmasøytiske varer","1183","Biskop Gunnerus gate 14, 0185 Oslo","2025-12-11 10:06:10.64+00",
,,"ramboll.com","Rambøll","https://www.ramboll.com/no-no","ramboll.com","915 251 293","https://www.proff.no/selskap/ramb%C3%B8ll/kristiansand-s/bygningstjenester/IG2QHGK07TQ","NOK 106,819,000 (2024)","NOK 2,261,012,000 (2024)","Bygningstjenester","57","Vestre Strandgate 67, 4612 Kristiansand S","2025-12-13 10:10:06.918+00",
,,"infobric.no","Infobric (Intershare AS)","https://infobric.no/equipment-assets/no/plattformer/infobric-onlet/","infobric.no","926 724 991","https://www.proff.no/selskap/intershare-as/kristiansand-s/dataprogramvare-og-utvikling/IFBQXKV009O","NOK 5,114,000 (2024)","NOK 34,440,000 (2024)","Dataprogramvare og -utvikling, Utgivelse av annen programvare","17","Kjøita 25, 4630 Kristiansand, Norge, 4630 Kristiansand S","2025-12-11 10:06:25.086+00",
,,"unisea.no","UniSea AS","http://unisea.no","unisea.no","979273177","https://www.proff.no/selskap/unisea-as/skudeneshavn/dataprogramvare-og-utvikling/IG7180P009O","Resultat før skatt 2024: 40 068 (Beløp i 1000)","Sum driftsinntekter 2024: 145 806 (Beløp i 1000)","Dataprogramvare og -utvikling","67","Postvegen 25, 4280 Skudeneshavn","2025-12-13 10:07:01.328+00",
,,"elkem.com","Elkem ASA Silicon Products","elkem.com","elkem.com","911 382 008","https://www.proff.no/selskap/elkem-asa-silicon-products-oslo/oslo/grossister/IG5UVO510NS","NOK 1,395,000,000 (2024)","NOK 9,710,000,000 (2024)","Grossister; Jernvarer, rørleggerartikler og oppvarmingsutstyr - engros","66","Drammensveien 169, 0213 Oslo","2025-12-12 10:04:47.065+00",
,,"airbus-ds-gs.com","Airbus Defence and Space AS","airbus-ds-gs.com","airbus-ds-gs.com","977 499 054","https://www.proff.no/selskap/airbus-defence-and-space-as/lysaker/telekommunikasjon/IG5Z73I01PE","NOK 47465000 (2024)","NOK 427454000 (2024)","Kabelbasert, satellittbasert og trådløs telekommunikasjon","35","Lysaker Torg 8, 1366 Lysaker, Norge, 1366 Lysaker","2025-12-11 10:05:53.288+00",
,,"denstoltehane.no","Den Stolte Hane","https://www.denstoltehane.no","denstoltehane.no","980403815","https://www.proff.no/selskap/den-stolte-hane-as/stokke/produsenter/IG8OFM4016D","Resultat før skatt 227 135 (Beløp i 1000) (2024)","Sum driftsinntekter 2 326 359 (Beløp i 1000) (2024)","Bearbeiding og konservering av fjørfekjøtt; Engroshandel med meierivarer, egg, matolje og -fett","101","Borgeskogen 42, 3160 Stokke","2025-12-11 10:05:29.678+00",
,,"3t.no","3T-Produkter AS","https://www.3t.no/","3t.no","917 867 119","https://www.proff.no/selskap/3t-produkter-as/tiller/treningssentre-og-andre-sportsaktiviteter/IF6H2SV10L8","NOK 1 083 000 (2024)","NOK 57 388 000 (2024)","Treningssentre og andre sportsaktiviteter","40","Vestre Rosten 80, 7075 Tiller","2025-12-11 10:04:30.718+00",
,,"orkla.no","Orkla Snacks Norway","http://www.orkla.no","orkla.no","940712580","https://www.proff.no/selskap/orkla-snacks-norge-as/-/-/940712580","457,953,000 NOK (2024)","2,781,689,000 NOK (2024)","Produksjon av kakao, sjokolade og sukkervarer; Bearbeiding og konservering av poteter","301","2848 Skreia","2025-12-10 10:05:42.686+00",
,,"mapei.com","Mapei AS","https://www.mapei.com/no/no/hjemmeside","mapei.com","911 103 079","https://www.proff.no/selskap/mapei-as/sagstua/produsenter/IF2G3MV016D","NOK 50,385,000 (2024)","NOK 1,341,777,000 (2024)","Produsenter; Kjemikalier og kjemiske varer - produksjon; Kjemikalier og kjemiske varer","219","Vallsetvegen 6, 2120 Sagstua","2025-12-11 10:05:39.181+00",
,,"navy.no","NAVY Sandnessjøen - Arne Bjørnvold AS","http://www.navy.no","navy.no","927 749 726","https://www.proff.no/selskap/arne-bj%C3%B8rnvold-as/sandnessj%C3%B8en/skipsteknikk/IFCCW9Q01HZ","NOK 2,145,000 (2024)","NOK 23,593,000 (2024)","Skipsteknikk","10","Torolv Kveldulvsonsgt. 37a, 8800 Sandnessjøen","2025-12-21 10:08:51.799+00",
,,"reen.com","Reen AS","http://reen.com","reen.com","922 062 579","https://www.proff.no/selskap/reen-as/larvik/elektronikk-og-telekommunikasjonsutstyr-engros/IF8Z01F10MZ","−38 044 (Beløp i 1000) NOK (2024)","38 975 (Beløp i 1000) NOK (2024)","Elektronikk- og telekommunikasjonsutstyr - engros, Grossister","30","Hammergata 24, 3264 Larvik","2025-12-16 10:03:52.851+00",
,,"kis.no","KIS Gruppen","https://kis.no/","kis.no","","","","","","0","1383 Asker","2025-12-17 10:04:11.326+00",
,,"austevollelektro.no","Austevoll Elektro","austevollelektro.no","austevollelektro.no","911 939 916","https://www.proff.no/selskap/austevoll-elektro-as-avd-bergen/godvik/bygningsh%C3%A5ndverkere/IFH5MQF07TR","17 136 (Beløp i 1000 NOK) (2024)","162 632 (Beløp i 1000 NOK) (2024)","Bygningshåndverkere","6","Leirvikåsen 41A, 5179 Godvik, Norge, 5179 Godvik","2025-12-16 10:06:50.283+00",
,,"aziwell.com","Aziwell","https://www.aziwell.com/","aziwell.com","932 476 606","https://www.proff.no/selskap/aziwell/tiller/forskning-og-utvikling/IFF67JY00FV","5 699 (2024)","72 140 (2024)","Forskning og utvikling","6","Torgardstrøa 2, 7093 Tiller, Norge, 7093 Tiller","2025-12-17 10:03:56.189+00",
,,"capturi.slb.com","SLB Capturi","https://capturi.slb.com/","capturi.slb.com","928 429 210","https://www.proff.no/selskap/slb-capturi-as/fornebu/kontor-og-teletjenester/IFCRGKA07SL","−20 786' NOK (2024)","","Kontor- og teletjenester; Annen forretningsmessig tjenesteyting","0","John Strandruds vei 10, 1366 Lysaker","2025-12-14 10:05:16.199+00",
,,"hurtigruten.com","Hurtigruten","https://www.hurtigruten.com/","hurtigruten.com","960 961 358","https://www.proff.no/selskap/hurtigruten-as/oslo/-/IFW4QJ20000","Resultat fr skatt2023 826","Sum driftsinntekter2023 2","Uoppgitt","0","Trondheim, Norway, 7010 Trondheim","2025-12-17 10:05:33.756+00",
,,"skagerakenergi.no","Skagerak Energi AS","https://www.skagerakenergi.no/forside/","skagerakenergi.no","980 495 302","https://www.proff.no/selskap/skagerak-energi-as/porsgrunn/produsenter/IG7RF0M016D","1 004 868 (Beløp i 1000) (2024)","280 406 (Beløp i 1000) (2024)","Produksjon av elektrisitet fra vannkraft","176","Floodeløkka 1, 3915 Porsgrunn","2025-12-14 10:05:22.032+00",
,,"rolls-royce.com","Rolls-Royce Electrical Norway AS","https://www.rolls-royce.com/","rolls-royce.com","921045379","https://www.proff.no/selskap/rolls-royce-electrical-norway-as/trondheim/elektromotorer/IF8D75V00BS","NOK 4 617 (Beløp i 1000) (2024)","NOK 149 150 (Beløp i 1000) (2024)","Produksjon av elektromotorer, generatorer og transformatorer","55","Jarleveien 8 A, 7041 Trondheim","2025-12-17 10:06:28.332+00",
,,"sks.no","SKS Produksjon AS","http://www.sks.no/","sks.no","915 637 353","https://www.proff.no/selskap/sks-produksjon-as/fauske/produsenter/IF55AAX016D","Resultat før skatt2024 393 474","Sum driftsinntekter2024 732 621","Produksjon av elektrisitet fra vannkraft","57","Eliasbakken 7, 8205 Fauske","2025-12-17 10:05:51.472+00",
,,"remotion.no","REMOTION AS","https://remotion.no","remotion.no","915 026 451","https://www.proff.no/selskap/remotion-as/sandnes/olje-og-gass/IF4S6XF0VFQ","14 367 (Beløp i 1000) for 2024","84 579 (Beløp i 1000) for 2024","Olje og gass; Utvinning av råolje og naturgass - tjenester","34","Koppholen 20, 4313 Sandnes","2025-12-14 10:05:22.028+00",
,,"trondheim.kommune.no","Trondheim kommune","http://www.trondheim.kommune.no","trondheim.kommune.no","942 110 464","https://www.proff.no/selskap/trondheim-kommune/trondheim/offentlig-administrasjon/IFKWP3410JX-2","","","Generell offentlig administrasjon","22165","Kobbes gate 2, 7042 Trondheim","2025-12-13 10:10:49.865+00",
,,"selectionpartner.no","Kymera - Fiven Norge AS","http://www.selectionpartner.no","selectionpartner.no","914 810 574","https://www.proff.no/selskap/fiven-norge-as-avd-lillesand/lillesand/produsenter/IEFUKO4016D","Resultat før skatt2024 132 294","Sum driftsinntekter2024 721 795","","117","Birkelandsveien 140, 4790 Lillesand","2025-12-17 10:06:08.563+00",
,,"q-free.com","Q-Free","https://www.q-free.com","q-free.com","935 487 242","https://www.proff.no/selskap/q-free-as/ranheim/dataprogramvare-og-utvikling/IFGYQKQ009O","NOK 4 350 (2024)","","Dataprogramvare og -utvikling","1","Strindfjordegen 1, 7053 Ranheim","2025-12-13 10:09:55.251+00",
,,"vitalthings.com","Vitalthings","https://vitalthings.com/","vitalthings.com","919 329 211","https://www.proff.no/selskap/vitalthings-as/trondheim/dataprogramvare-og-utvikling/IF7CEYJ009O","NOK -46.143M (2024)","NOK 17.764M (2024)","Dataprogramvare og -utvikling","53","Dybdahls veg 5, 7051 Trondheim","2025-12-16 10:05:54.142+00",
,,"barde.ai","Barde Software AS","https://www.barde.ai/","barde.ai","987 917 342","https://www.proff.no/selskap/barde-software-as/stavanger/dataprogramvare-og-utvikling/IGC6HWE009O","NOK -2,642,000 (2024)","NOK 6,860,000 (2024)","Dataprogramvare og -utvikling","10","Auglendsmyrå 11, 4016 Stavanger","2025-12-13 10:04:42.831+00",
,,"stenarecycling.com","Stena Recycling","https://www.stenarecycling.com/no/","stenarecycling.com","983 594 506","https://www.proff.no/selskap/stena-recycling-as-avd-oslo/oslo/avfallsbehandling-og-gjenvinning/IFGTJ1G002C","NOK 64 372 (Beløp i 1000) (2024)","NOK 2 278 751 (Beløp i 1000) (2024)","Avfallsbehandling og -gjenvinning","9","Oslo, Norge, 0253 Oslo","2025-12-14 10:05:16.194+00",
,,"vianode.com","Vianode AS","https://www.vianode.com/","vianode.com","925 971 154","https://www.proff.no/selskap/vianode-as-avd-porsgrunn/porsgrunn/mineralprodukter/IFDBZY910JI","Resultat ff8r skatt 2024 u2212667 379","Sum driftsinntekter 2024 269","Mineralprodukter","83","Herøyavegen 55, 3936 Porsgrunn","2025-12-17 10:05:52.119+00",
,,"gk.no","GK","https://www.gk.no/","gk.no","915 892 981","https://www.proff.no/selskap/gk-norge-as/oslo/metaller-og-metallvarer/IF5ARJP07S4-1","NOK 108,897,000 (2024)","NOK 4,735,892,000 (2024)","Metaller og metallvarer","1926","Ryenstubben 12, 0679 Oslo","2025-12-14 10:04:16.793+00",
,,"adressa.no","Adresseavisa","adressa.no","adressa.no","992 664 568","https://www.proff.no/selskap/adresseavisen-as/trondheim/aviser-fagblader-og-tidsskrifter/IGF08VS0ZDB","NOK 728 080 (Beløp i 1000, 2024)","NOK 507 251 (Beløp i 1000, 2024)","Aviser, fagblader og tidsskrifter","245","Adresseavisen, Ferjemannsveien, Trondheim, Norge, 7042 Trondheim","2025-12-17 10:07:46.489+00",
,,"mustadautoline.com","Mustad Autoline AS","https://mustadautoline.com/","mustadautoline.com","986 593 268","https://www.proff.no/selskap/mustad-autoline-as/gj%C3%B8vik/maskiner-og-utstyr-produksjon/IGBE48K10PP","Resultat ff8r skatt 2024 2400 (Belf8p i 1000)","Sum driftsinntekter 2024 115 119 (Belf8p i 1000)","NACE-bransje Produksjon av andre spesialmaskiner ikke nevnt annet sted; NACE-bransje Engroshandel med maskiner og utstyr ellers","44","Raufossvegen 40, 2821 Gjøvik","2025-12-17 10:08:04.43+00",
,,"framti.no","FRAMTI PRODUCTION AS","http://www.framti.no","framti.no","993 455 997","https://www.proff.no/selskap/framti-production-as/trondheim/engroshandel-annet/IGFH7JX10N6","NOK 12,257 (2024) (amounts shown in 1000 NOK on Proff)","NOK 101,766 (2024) (amounts shown in 1000 NOK on Proff)","Engroshandel - annet, Grossister","9","Olav Tryggvasons gate 42, 7011 Trondheim","2025-12-14 10:06:19.44+00",
,,"eye-share.com","Eye-Share AS","eye-share.com","eye-share.com","920 775 543","https://www.proff.no/selskap/eye-share-as/stavanger/dataprogramvare-og-utvikling/IF87EYF009O","2024 64 506 (Belp i 1000)","2024 220 654 (Belp i 1000)","Dataprogramvare og -utvikling","116","Stavanger, Norge, Stavanger, 4033 Stavanger","2025-12-17 10:05:33.757+00",
,,"findus.no","Findus Norge AS avd Larvik","https://www.findus.no/","findus.no","Org nr 981 279 980 Bedr nr 973 100 319","https://www.proff.no/selskap/findus-norge-as/larvik/produsenter/IG3CX0F016D","Resultat før skatt2024 H 79 396","Sum driftsinntekter2024 H 1 415 967","Produksjon av ferdigmat","43","Elveveien 110, 3271 Larvik","2025-12-17 10:05:45.708+00",
,,"furst.no","Dr Furst Medisinsk Laboratorium AS","http://www.furst.no","furst.no","931 469 851","https://www.proff.no/selskap/dr-furst-medisinsk-laboratorium-as/oslo/laboratorier/IFEKMQJ00WQ","NOK 112,486,000 (2024)","NOK 1,192,734,000 (2024)","Laboratorier, Helsetjenester","37","Søren Bulls Vei 25, 1051 Oslo, Norge, 1051 Oslo","2025-12-14 10:06:09.595+00",
,,"sjsol.no","Sj Sol AS","sjsol.no","sjsol.no","828 451 162","https://www.proff.no/selskap/sj-sol-as/kristiansand-s/grossister/IDP8L0A10NS","NOK -697,000 (2024)","NOK 15,062,000 (2024)","Engroshandel med maskiner og utstyr ellers","13","Tordenskjolds gate 11, 4612 Kristiansand S","2025-12-13 10:14:03.804+00",
,,"cowi.com","COWI","cowi.com","cowi.com","979 364 857","https://www.proff.no/selskap/cowi-as/trondheim/tekniske-konsulenter/IG4394D01OU","","","Annen teknisk konsulentvirksomhet","153","7052 Trondheim","2025-12-18 10:04:28.708+00",
,,"auto-maskin.com","Auto-Maskin AS","https://www.auto-maskin.com/","auto-maskin.com","921 853 181","https://www.proff.no/selskap/auto-maskin-as/skjetten/elektrisk-installasjonsmateriell-produksjon/IF8UIGT10MW","NOK 56,464,000 (2024)","NOK 203,757,000 (2024)","Elektrisk installasjonsmateriell, Produsenter, Elektroniske produkter og utstyr, Elektrisk installasjonsmateriell - produksjon","36","2013 Skjetten","2025-12-19 10:06:51.784+00",
,,"ecn.as","Engineering Consultants Norway AS","http://www.ecn.as","ecn.as","993 946 885","https://www.proff.no/selskap/engineering-consultants-norway-as/drammen/olje-og-gasskonsulenter/IGFRQBP0ZZB","Resultat før skatt 2024 3 098 (Beløp i 1000)","Sum driftsinntekter 2024 103 027 (Beløp i 1000)","fornybar energi; olje & gass; infrastruktur; havbruk; annen industri","25","Oslo, Norway, 4033 Stavanger","2025-12-17 10:06:07.889+00",
,,"akvagroup.no","AKVA Group ASA","https://www.akvagroup.no/","akvagroup.no","931 693 670","https://www.proff.no/selskap/akva-group/klepp-stasjon/gummi-og-plastprodukter/IFEPFFQ10NU","Resultat før skatt 2024: 22 987 (Beløp i 1000)","NOK 1 180 206 (2024)","Gummi og plastprodukter","293","Plogfabrikkveien 11, 4353 Klepp stasjon","2025-12-18 10:06:21.877+00",
,,"stavanger.kommune.no","Stavanger kommune","http://www.stavanger.kommune.no","stavanger.kommune.no","","https://www.proff.no/selskap/stavanger-kommune-boligkontoret/stavanger/offentlig-administrasjon/IF69D3W10JX","","","","0","Løkkeveien 51, 4008 Stavanger","2025-12-18 10:04:59.729+00",
,,"naf.no","Norges Automobil-Forbund","https://www.naf.no/","naf.no","","https://www.proff.no/selskap/norges-automobil-forbund/oslo/medlemsorganisasjoner/IG4A30X10PU","","","","0","Skippergata 4, 0152 Oslo","2025-12-18 10:03:54.419+00",
,,"tgelektro.no","T & G Elektro AS","http://www.tgelektro.no","tgelektro.no","986 351 620","https://www.proff.no/selskap/t-g-elektro/h%C3%B8vik/kabler-og-kraftledninger/IGB8XS400OK","NOK 25,539,000 (2024)","NOK 337,581,000 (2024)","Kabler og kraftledninger - produksjon","158","1363 Høvik","2025-12-21 10:08:23.554+00",
