"Rows from: Konfitech Targets - Nikolai - 2nd and 3rd connections Norway relevant","id","company_key","name","domain","clean_domain","orgnr","proff_url","profit_before_tax","turnover","industry","company_size","location","created_at","updated_at"
,,"konvolo.com","Konvolo","konvolo.com","konvolo.com",,,,,"Software Development","4","Stockholm, Stockholm County, Sweden",,
,,"livera.io","Livera Labs","www.livera.io","livera.io",,,,,"Technology, Information and Internet","1","St John’s, Newfoundland and Labrador, Canada",,
,,"Ekvi","Ekvi","","",,,,,"Technology, Information and Internet","6","Oslo, Oslo, Norway",,
,,"caneat.no","Caneat","www.caneat.no","caneat.no",,,,,"Hospitals and Health Care","6","Bergen, Vestland, Norway",,
,,"Heidelberg Materials Sement Norge","Heidelberg Materials Sement Norge","","",,,,,"Building Materials","92","Oslo, Oslo, Norway",,
,,"gutermann.no","Gutermann As Norway","www.gutermann.no","gutermann.no",,,,,"Water Supply and Irrigation Systems","2","Stavanger/Sandnes, Rogaland, Norway",,
,,"istep.no","Istep As","www.istep.no","istep.no",,,,,"IT Services and IT Consulting","4","Oslo, Oslo, Norway",,
,,"firsthouse.no","First House","www.firsthouse.no","firsthouse.no",,,,,"Public Relations and Communications Services","57","Oslo, Oslo, Norway",,
,,"toma.no","Toma","www.toma.no","toma.no",,,,,"Facilities Services","313","Bergen, Vestland, Norway",,
,,"Yapril AS - Recruitment Consulting","Yapril AS - Recruitment Consulting","","",,,,,"","0","",,
,,"surplushub.com","Surplushub","surplushub.com","surplushub.com",,,,,"Oil and Gas","2","Hauge, Rogaland, Norway",,
,,"kristiania.no","Kristiania University College","www.kristiania.no","kristiania.no",,,,,"Higher Education","1421","Oslo, Oslo, Norway",,
,,"himaseafood.com","Hima Seafood","himaseafood.com","himaseafood.com",,,,,"Food and Beverage Manufacturing","32","Rjukan, Vestfold og Telemark, Norway",,
,,"cityq.biz","Cityq","www.cityq.biz","cityq.biz",,,,,"Motor Vehicle Manufacturing","14","Oslo, Oslo, Norway",,
,,"boligbanken.no","Boligbanken Asa","www.boligbanken.no","boligbanken.no",,,,,"Banking","20","Oslo, Oslo, Norway",,
,,"HavExpo AS","HavExpo AS","","",,,,,"","0","",,
,,"viddmedical.com","Vidd","viddmedical.com","viddmedical.com",,,,,"Software Development","7","",,
,,"heco.no","Heco Laboratorieutstyr As","www.heco.no","heco.no",,,,,"Medical and Diagnostic Laboratories","13","Gamle Oslo, Oslo, Norway",,
,,"accrona.com","Accrona","www.accrona.com","accrona.com",,,,,"Professional Services","7","Oslo, Oslo, Norway",,
,,"fair.no","Fair Group","www.fair.no","fair.no",,,,,"Financial Services","68","Oslo, Oslo, Norway",,
,,"oden.no","Oden As","www.oden.no","oden.no",,,,,"Real Estate","2","Oslo, Oslo, Norway",,
,,"ASKO FORNYBAR AS","ASKO FORNYBAR AS","","",,,,,"","0","",,
,,"perlo.io","Perlo","www.perlo.io","perlo.io",,,,,"IT Services and IT Consulting","3","Oslo, Oslo, Norway",,
,,"buhr.no","Buhr","www.buhr.no","buhr.no",,,,,"Human Resources Services","56","Norway",,
,,"futureworks.no","Futureworks","www.futureworks.no","futureworks.no",,,,,"Business Intelligence Platforms","8","Oslo, Oslo, Norway",,
,,"noratel.com","Noratel","www.noratel.com","noratel.com",,,,,"Appliances, Electrical, and Electronics Manufacturing","572","Norway",,
,,"Litech","Litech","","",,,,,"Measuring and Control Instrument Manufacturing","13","Oslo, Oslo, Norway",,
,,"luups.no","Luups","luups.no","luups.no",,,,,"Media Production","3","Oslo, Oslo, Norway",,
,,"Woolit","Woolit","","",,,,,"","0","",,
,,"nabogo.com","Nabogo","www.nabogo.com","nabogo.com",,,,,"Urban Transit Services","24","Vejle, Region of Southern Denmark, Denmark",,
,,"westcongroup.no","Westcon Group","westcongroup.no","westcongroup.no",,,,,"Facilities Services","332","Norway",,
,,"oceanbox.io","Oceanbox.Io","oceanbox.io","oceanbox.io",,,,,"Software Development","15","Tromsø, Troms og Finnmark, Norway",,
,,"Intro.Community","Intro.Community","","",,,,,"Social Networking Platforms","1","",,
,,"tidalsails.com","Tidal Sails As","www.tidalsails.com","tidalsails.com",,,,,"Renewable Energy Semiconductor Manufacturing","7","Haugesund, Rogaland, Norway",,
,,"microa.no","Microa","www.microa.no","microa.no",,,,,"Biotechnology Research","5","Norway",,
,,"norgesra.no","Norges Rekruttering & Akademi","norgesra.no","norgesra.no",,,,,"Human Resources Services","2","Oslo, Oslo, Norway",,
,,"pwc.no","Pwc Norway","www.pwc.no","pwc.no",,,,,"Business Consulting and Services","1968","Oslo, Oslo, Norway",,
,,"nostec.no","Norwegian Ocean Space Technology","www.nostec.no","nostec.no",,,,,"Appliances, Electrical, and Electronics Manufacturing","5","Hareid, Møre og Romsdal, Norway",,
,,"a-mobler.no","A-Møbler","www.a-mobler.no","a-mobler.no",,,,,"Retail","23","Oslo, Oslo, Norway",,
,,"Trondheim Engineering AS","Trondheim Engineering AS","","",,,,,"","0","",,
,,"atlas.co","Atlas","www.atlas.co","atlas.co",,,,,"Software Development","16","Oslo, Oslo, Norway",,
,,"telenor.com","Telenor Insurance / Forsikring","www.telenor.com","telenor.com",,,,,"Telecommunications","22502","Oslo, Oslo, Norway",,
,,"arctic-algae.com","Arctic Algae","arctic-algae.com","arctic-algae.com",,,,,"Biotechnology Research","4","Ørsta, Møre og Romsdal, Norway",,
,,"tasteforge.ai","Taste Forge","www.tasteforge.ai","tasteforge.ai",,,,,"Technology, Information and Media","2","",,
,,"simployer.no","Simployer Norge","www.simployer.no","simployer.no",,,,,"IT Services and IT Consulting","131","Norway",,
,,"atelie.art","Atelier As","www.atelie.art","atelie.art",,,,,"Retail Art Dealers","45","Oslo, Oslo, Norway",,
,,"aigonix.com","Aigonix","www.aigonix.com","aigonix.com",,,,,"IT Services and IT Consulting","3","",,
,,"epttas.com","Epttas","www.epttas.com","epttas.com",,,,,"Data Infrastructure and Analytics","4","",,
,,"cloudway.com","Cloudway","cloudway.com","cloudway.com",,,,,"IT Services and IT Consulting","11","Gamle Oslo, Oslo, Norway",,
,,"reodorstudios.com","Reodor Studios","www.reodorstudios.com","reodorstudios.com",,,,,"Business Consulting and Services","23","Oslo, Oslo, Norway",,
,,"anteroz.com","Anteroz","www.anteroz.com","anteroz.com",,,,,"Wine & Spirits","2","Oslo, Oslo, Norway",,
,,"ngnordic.com","Ng Group","www.ngnordic.com","ngnordic.com",,,,,"Environmental Services","1004","Gamle Oslo, Oslo, Norway",,
,,"sio.no","Studentsamskipnaden Sio","www.sio.no","sio.no",,,,,"Information Services","380","Oslo, Oslo, Norway",,
,,"revvue.ai","Revvue","www.revvue.ai","revvue.ai",,,,,"Software Development","4","Oslo, Oslo, Norway",,
,,"greenmountain.no","Green Mountain As - Data Centres","www.greenmountain.no","greenmountain.no",,,,,"IT Services and IT Consulting","228","Norway",,
,,"pivotic.com","Pivotic As","pivotic.com","pivotic.com",,,,,"Business Consulting and Services","2","Oslo, Oslo, Norway",,
,,"securities.clarksons.com","Clarksons Securities As","securities.clarksons.com","securities.clarksons.com",,,,,"Investment Banking","96","Oslo, Oslo, Norway",,
,,"Avinor","Avinor","","",,,,,"Airlines and Aviation","2006","Oslo, Oslo, Norway",,
,,"egos.ai","Egos.Ai","egos.ai","egos.ai",,,,,"Computer Games","4","",,
,,"koknorge.no","Kok Sauna","koknorge.no","koknorge.no",,,,,"Wellness and Fitness Services","11","Oslo, Oslo, Norway",,
,,"getunleash.io","Unleash","www.getunleash.io","getunleash.io",,,,,"Software Development","37","Oslo, Oslo, Norway",,
,,"dayofweek.no","Day Of Week","dayofweek.no","dayofweek.no",,,,,"Food and Beverage Services","4","Kristiansand, Agder, Norway",,
,,"airproducts.com","Air Products","www.airproducts.com","airproducts.com",,,,,"Chemical Manufacturing","16092","Allentown, Pennsylvania, United States",,
,,"hydrogenpro.com","Hydrogenpro","www.hydrogenpro.com","hydrogenpro.com",,,,,"Renewable Energy Equipment Manufacturing","61","Porsgrunn/Skien, Vestfold og Telemark, Norway",,
,,"Six Robotics","Six Robotics","","",,,,,"Software Development","23","Oslo, Oslo, Norway",,
,,"hydrophilic.no","Hydrophilic As","hydrophilic.no","hydrophilic.no",,,,,"Oil and Gas","8","Norway",,
,,"GreinDX AS","GreinDX AS","","",,,,,"","0","",,
,,"scrimba.com","Scrimba","scrimba.com","scrimba.com",,,,,"E-Learning Providers","70","Oslo, Oslo, Norway",,
,,"Hansen Downhole Pump Solutions AS","Hansen Downhole Pump Solutions AS","","",,,,,"","0","",,
,,"netto.eco","Netto","netto.eco","netto.eco",,,,,"Technology, Information and Internet","8","Oslo, Oslo, Norway",,
,,"loopacademy.no","Loop Academy","www.loopacademy.no","loopacademy.no",,,,,"Education","22","Oslo, Oslo, Norway",,
,,"fcquiz.app","Fcquiz","fcquiz.app","fcquiz.app",,,,,"Computer Games","7","Oslo, Oslo, Norway",,
,,"happii.no","Happii","happii.no","happii.no",,,,,"Staffing and Recruiting","3","Oslo, Oslo, Norway",,
,,"herock.no","Herock Flow Technologies","www.herock.no","herock.no",,,,,"Research Services","2","Drammen, Viken, Norway",,
,,"eltrode.no","Eltrode As","www.eltrode.no","eltrode.no",,,,,"Building Materials","10","Norway",,
,,"Ace Asset Management AS","Ace Asset Management AS","","",,,,,"","0","",,
,,"bio-me.com","Bio-Me","www.bio-me.com","bio-me.com",,,,,"Biotechnology Research","14","Oslo, Oslo, Norway",,
,,"kastelshoes.com","Kastel Shoes","www.kastelshoes.com","kastelshoes.com",,,,,"Retail Apparel and Fashion","6","Oslo, Oslo, Norway",,
,,"kontur.tech","Kontur","kontur.tech","kontur.tech",,,,,"Appliances, Electrical, and Electronics Manufacturing","37","Trondheim, Trøndelag, Norway",,
,,"mavedoy.no","M. A. Vedøy As","mavedoy.no","mavedoy.no",,,,,"Business Consulting and Services","1","Haugesund, Rogaland, Norway",,
,,"wuerth.no","Würth Norge As","www.wuerth.no","wuerth.no",,,,,"International Trade and Development","496","Rotnes, Viken, Norway",,
,,"1x.tech","1X","1x.tech","1x.tech",,,,,"Robotics Engineering","607","Palo Alto, California, United States",,
,,"hugin.io","Hugin.Io","hugin.io","hugin.io",,,,,"Computer and Network Security","9","Sandnes, Rogaland, Norway",,
,,"unovita.com","Uno Vita As","www.unovita.com","unovita.com",,,,,"Health, Wellness & Fitness","3","",,
,,"nutraq.com","Nutraq","www.nutraq.com","nutraq.com",,,,,"Retail","168","Oslo, Oslo, Norway",,
,,"EL-og IT Installasjoner AS","EL-og IT Installasjoner AS","","",,,,,"","0","",,
,,"survitecgroup.com","Survitec Group","www.survitecgroup.com","survitecgroup.com",,,,,"Maritime Transportation","1470","Ellesmere Port, England, United Kingdom",,
,,"economicmind.com","Economic Mind","economicmind.com","economicmind.com",,,,,"Technology, Information and Internet","15","",,
,,"medistim.com","Medistim Asa","medistim.com","medistim.com",,,,,"Medical Device","118","Oslo, Oslo, Norway",,
,,"Total Marine As","Total Marine As","","",,,,,"Business Consulting and Services","1","",,
,,"interfrukt.no","Interfrukt","www.interfrukt.no","interfrukt.no",,,,,"Wholesale Import and Export","28","Ski, Viken, Norway",,
,,"gritera.com","Gritera","www.gritera.com","gritera.com",,,,,"Business Consulting and Services","125","Oslo, Oslo, Norway",,
,,"alvaindustries.com","Alva Industries","www.alvaindustries.com","alvaindustries.com",,,,,"Appliances, Electrical, and Electronics Manufacturing","46","Trondheim, Trøndelag, Norway",,
,,"avenor.no","Avenor","avenor.no","avenor.no",,,,,"IT System Custom Software Development","2","Oslo, Oslo, Norway",,
,,"Smb Norge","Smb Norge","","",,,,,"Political Organizations","30","Oslo, Oslo, Norway",,
,,"signo.no","Stiftelsen Signo","www.signo.no","signo.no",,,,,"Civic and Social Organizations","161","Gamle Oslo, Oslo, Norway",,
,,"hydepoint.com","Hydepoint","www.hydepoint.com","hydepoint.com",,,,,"Renewable Energy Equipment Manufacturing","8","Stavanger, Rogaland, Norway",,
,,"informatiq.no","Informatiq As","www.informatiq.no","informatiq.no",,,,,"IT Services and IT Consulting","16","Norway",,
,,"ekonm.com","Ekon Modeling Software Systems","www.ekonm.com","ekonm.com",,,,,"Software Development","3","Nesoddtangen, Viken, Norway",,
,,"laiout.co","Laiout","www.laiout.co","laiout.co",,,,,"Software Development","17","Oslo, Oslo, Norway",,
,,"helinorenergy.com","Helinor Energy","helinorenergy.com","helinorenergy.com",,,,,"Renewable Energy Equipment Manufacturing","4","Førde, Vestland, Norway",,
,,"SOLID UTVIKLING AS","SOLID UTVIKLING AS","","",,,,,"","0","",,
,,"samson.no","W.B. Samson As","www.samson.no","samson.no",,,,,"Food and Beverage Services","96","Norway",,
,,"realreturn.no","Return Real Estate Advisory As","www.realreturn.no","realreturn.no",,,,,"Business Consulting and Services","1","Oslo, Oslo, Norway",,
,,"crayonconsulting.no","Crayon Consulting","crayonconsulting.no","crayonconsulting.no",,,,,"IT Services and IT Consulting","312","Oslo, Oslo, Norway",,
,,"glasspaper.no","Glasspaper","www.glasspaper.no","glasspaper.no",,,,,"IT Services and IT Consulting","91","Oslo, Oslo, Norway",,
,,"Konce.No","Konce.No","","",,,,,"Business Consulting and Services","2","Oslo, Oslo, Norway",,
,,"moonde.no","Moonde","moonde.no","moonde.no",,,,,"Software Development","3","Arendal, Agder, Norway",,
,,"3d-components.net","3D-Components As","www.3d-components.net","3d-components.net",,,,,"Industrial Machinery Manufacturing","2","Oslo, Oslo, Norway",,
,,"aurorasystems.no","Aurora Systems As","aurorasystems.no","aurorasystems.no",,,,,"Software Development","7","Bergen, Vestland, Norway",,
,,"ndorsed.eu","Ndorsed","ndorsed.eu","ndorsed.eu",,,,,"Human Resources Services","10","Stavanger, Rogaland, Norway",,
,,"sem-johnsen.no","Sem & Johnsen","www.sem-johnsen.no","sem-johnsen.no",,,,,"Real Estate","75","Oslo, Oslo, Norway",,
,,"dunamistechnology.no","Dunamis Technology As","www.dunamistechnology.no","dunamistechnology.no",,,,,"IT Services and IT Consulting","4","Halden, Viken, Norway",,
,,"ctwo.com","C Two","www.ctwo.com","ctwo.com",,,,,"Software Development","52","Greater London, England, United Kingdom",,
,,"tono.no","Tono","www.tono.no","tono.no",,,,,"Musicians","269","Oslo, Oslo, Norway",,
,,"kaupr.io","Kaupr","kaupr.io","kaupr.io",,,,,"Media Production","3","Oslo, Oslo, Norway",,
,,"First Corporation SA","First Corporation SA","","",,,,,"","0","",,
,,"Norwegian Centre of Maritime Communication AS","Norwegian Centre of Maritime Communication AS","","",,,,,"","0","",,
,,"concordix.com","Vitux Group","www.concordix.com","concordix.com",,,,,"Wellness and Fitness Services","71","Gamle Oslo, Oslo, Norway",,
,,"oscarbarketing.com","Oscarbarketing","oscarbarketing.com","oscarbarketing.com",,,,,"Marketing Services","1","",,
,,"numetrygame.com","Eduplaytion","numetrygame.com","numetrygame.com",,,,,"Information Technology & Services","14","Oslo, Oslo, Norway",,
,,"really.no","Really!","www.really.no","really.no",,,,,"Real Estate","28","Bergen, Vestland, Norway",,
,,"godharmic.com","Go Dharmic","www.godharmic.com","godharmic.com",,,,,"Non-profit Organizations","64","London, England, United Kingdom",,
,,"noteless.com","Noteless","noteless.com","noteless.com",,,,,"Technology, Information and Internet","33","",,
,,"Plantasjen Norge","Plantasjen Norge","","",,,,,"Retail","231","Oslo, Oslo, Norway",,
,,"salthammer.no","Salthammer Båtbyggeri As","www.salthammer.no","salthammer.no",,,,,"Shipbuilding","18","Vestnes, Møre og Romsdal, Norway",,
,,"seema.no","Seema As","www.seema.no","seema.no",,,,,"Business Consulting and Services","20","Oslo, Oslo, Norway",,
,,"hemit.no","Hemit","www.hemit.no","hemit.no",,,,,"IT Services and IT Consulting","460","Trondheim, Trøndelag, Norway",,
,,"netnordic.no","Netnordic Norway","www.netnordic.no","netnordic.no",,,,,"IT Services and IT Consulting","271","Norway",,
,,"fintechnorway.com","Fintech Norway","www.fintechnorway.com","fintechnorway.com",,,,,"Financial Services","9","Bergen, Vestland, Norway",,
,,"havkraft.no","Havkraft As","www.havkraft.no","havkraft.no",,,,,"Renewable Energy Power Generation","13","Nordfjordeid, Vestland, Norway",,
,,"Balslev. Expert Reiser siden 1982","Balslev. Expert Reiser siden 1982","","",,,,,"","0","",,
,,"givn.no","Givn","givn.no","givn.no",,,,,"Software Development","6","Trondheim, Trøndelag, Norway",,
,,"dalip.ai","Dalip.Ai","dalip.ai","dalip.ai",,,,,"Technology, Information and Internet","2","Oslo, Oslo, Norway",,
,,"axaz.com","Axaz","www.axaz.com","axaz.com",,,,,"IT Services and IT Consulting","47","Oslo, Oslo, Norway",,
,,"usn.no","University Of South-Eastern Norway","www.usn.no","usn.no",,,,,"Higher Education","2194","Kongsberg, Viken, Norway",,
,,"volur.ai","Völur","www.volur.ai","volur.ai",,,,,"IT Services and IT Consulting","20","Oslo, Oslo, Norway",,
,,"Balder Forsikring","Balder Forsikring","","",,,,,"Insurance","35","Rena, Innlandet, Norway",,
,,"viablelabs.net","Viable Labs As","www.viablelabs.net","viablelabs.net",,,,,"Technology, Information and Internet","2","Oslo, Oslo, Norway",,
,,"theflip.app","The Flip App","www.theflip.app","theflip.app",,,,,"Technology, Information and Internet","6","",,
,,"ife.no","Institute For Energy Technology","www.ife.no","ife.no",,,,,"Research Services","533","Lillestrøm, Viken, Norway",,
,,"Lynova Labs","Lynova Labs","","",,,,,"Climate Data and Analytics","1","",,
,,"valon.no","Valon","www.valon.no","valon.no",,,,,"IT Services and IT Consulting","7","Oslo, Oslo, Norway",,
,,"globaltradingsolutions.no","Global Trading Solutions","globaltradingsolutions.no","globaltradingsolutions.no",,,,,"Software Development","3","Leirvik, Vestland, Norway",,
,,"naeringsforeningen.no","Næringsforeningen I Stavanger-Regionen - Stavanger Chamber Of Commerce","www.naeringsforeningen.no","naeringsforeningen.no",,,,,"Non-profit Organization Management","38","Norway",,
,,"postnord.no","Postnord Norge","www.postnord.no","postnord.no",,,,,"Transportation/Trucking/Railroad","550","Gamle Oslo, Oslo, Norway",,
,,"sal.no","Signal Analysis Lab","www.sal.no","sal.no",,,,,"Software Development","6","Trondheim, Trøndelag, Norway",,
,,"marineopsai.com","Marineopsai","marineopsai.com","marineopsai.com",,,,,"Maritime Transportation","1","Oslo, Oslo, Norway",,
,,"qumea.com","Qumea","qumea.com","qumea.com",,,,,"Medical Equipment Manufacturing","39","Solothurn, Solothurn, Switzerland",,
,,"neomare.no","Neomare","www.neomare.no","neomare.no",,,,,"Oil and Gas","5","Jessheim, Viken, Norway",,
,,"servicecapital.com","Servicecapital As","www.servicecapital.com","servicecapital.com",,,,,"Business Consulting and Services","1","Oslo, Oslo, Norway",,
,,"convier.com","Convier","convier.com","convier.com",,,,,"Software Development","3","Oslo, Oslo, Norway",,
,,"Green Ammonia Berlevåg AS","Green Ammonia Berlevåg AS","","",,,,,"","0","",,
,,"adviat.no","Adviat","www.adviat.no","adviat.no",,,,,"Business Consulting and Services","3","Oslo, Oslo, Norway",,
,,"metinor.com","Metinor","www.metinor.com","metinor.com",,,,,"Technology, Information and Internet","8","",,
,,"axer.no","Axer Eiendom As","www.axer.no","axer.no",,,,,"Real Estate","22","Oslo, Oslo, Norway",,
,,"itpeople.no","It People","www.itpeople.no","itpeople.no",,,,,"Staffing and Recruiting","2","Oslo, Oslo, Norway",,
,,"lillelam.no","Lillelam As","www.lillelam.no","lillelam.no",,,,,"Textile Manufacturing","16","Oslo, Oslo, Norway",,
,,"blix.com","Blix Solutions As","www.blix.com","blix.com",,,,,"Technology, Information and Internet","9","Oslo, Oslo, Norway",,
,,"norscare.com","Nørs","www.norscare.com","norscare.com",,,,,"Health, Wellness & Fitness","18","Oslo, Oslo, Norway",,
,,"statement.no","Statement","www.statement.no","statement.no",,,,,"Financial Services","44","Oslo, Oslo, Norway",,
,,"hykeelectricferries.com","Hyke","hykeelectricferries.com","hykeelectricferries.com",,,,,"Maritime Transportation","9","Oslo, Oslo, Norway",,
,,"sparebankforeningen.no","Sparebankforeningen","www.sparebankforeningen.no","sparebankforeningen.no",,,,,"Professional Organizations","8","Oslo, Oslo, Norway",,
,,"credicare.no","Credicare As","www.credicare.no","credicare.no",,,,,"Financial Services","55","Førde, Vestland, Norway",,
,,"lofotenarcticwater.com","Lofoten Arctic Water As","www.lofotenarcticwater.com","lofotenarcticwater.com",,,,,"Food and Beverage Services","4","Leknes, Nordland, Norway",,
,,"Variant Stavanger","Variant Stavanger","","",,,,,"","0","",,
,,"addmeetings.com","Addmeetings","www.addmeetings.com","addmeetings.com",,,,,"Software Development","6","Oslo, Oslo, Norway",,
,,"femtechstudios.com","Femtech Studios","femtechstudios.com","femtechstudios.com",,,,,"Venture Capital and Private Equity Principals","8","Oslo, Oslo, Norway",,
,,"rastla.us","Rastla.Us","rastla.us","rastla.us",,,,,"Technology, Information and Internet","1","Kristiansand, Agder, Norway",,
,,"nunchi.no","Nunchi Corp","www.nunchi.no","nunchi.no",,,,,"Investment Management","4","Oslo, Oslo, Norway",,
,,"anotherpay.com","Anotherpay","www.anotherpay.com","anotherpay.com",,,,,"Banking","2","Hong Kong, Hong Kong SAR",,
,,"flexibility.no","Flexibility","www.flexibility.no","flexibility.no",,,,,"Software Development","2","Oslo, Oslo, Norway",,
,,"Computas Opus","Computas Opus","","",,,,,"IT Services and IT Consulting","16","Oslo, Oslo, Norway",,
,,"ntb.no","Ntb","www.ntb.no","ntb.no",,,,,"Media Production","653","Oslo, Oslo, Norway",,
,,"safeatsite.com","Safe At Site Ab","www.safeatsite.com","safeatsite.com",,,,,"Construction","17","Östersund, Jämtland County, Sweden",,
,,"soloeiendom.no","Solo Eiendom","www.soloeiendom.no","soloeiendom.no",,,,,"Real Estate","2","Larvik, Vestfold og Telemark, Norway",,
,,"yara.com","Yara International","www.yara.com","yara.com",,,,,"Farming","10070","Gamle Oslo, Oslo, Norway",,
,,"wrepit.net","Wrepit","wrepit.net","wrepit.net",,,,,"IT Services and IT Consulting","8","Oslo, Oslo, Norway",,
,,"Anna Asset Management","Anna Asset Management","","",,,,,"Investment Management","4","Oslo, Oslo, Norway",,
,,"Push&Dose AS","Push&Dose AS","","",,,,,"","0","",,
,,"Monkey Wizard Media As","Monkey Wizard Media As","","",,,,,"Marketing Services","9","",,
,,"wenn.no","Wenn Asa","wenn.no","wenn.no",,,,,"IT Services and IT Consulting","28","Norway",,
,,"sportai.com","Sportai","www.sportai.com","sportai.com",,,,,"Technology, Information and Internet","15","Oslo, Oslo, Norway",,
,,"gsfleet.io","Gsfleet","www.gsfleet.io","gsfleet.io",,,,,"Internet Publishing","127","Sandefjord, Vestfold og Telemark, Norway",,
,,"nfta.no","Nf&Ta","www.nfta.no","nfta.no",,,,,"Textile Manufacturing","14","Oslo, Oslo, Norway",,
,,"atender.com","Atender Group","www.atender.com","atender.com",,,,,"Outsourcing and Offshoring Consulting","79","Bergen, Vestland, Norway",,
,,"crobotics.no","C Robotics As","www.crobotics.no","crobotics.no",,,,,"Fisheries","6","Kristiansund, Møre og Romsdal, Norway",,
,,"aido.no","Aido As","www.aido.no","aido.no",,,,,"IT Services and IT Consulting","5","Ulsteinsvik, Møre og Romsdal, Norway",,
,,"limepetroleum.no","Lime Petroleum As","www.limepetroleum.no","limepetroleum.no",,,,,"Oil and Gas","37","Norway",,
,,"nextstepgrowth.com","Next Step","www.nextstepgrowth.com","nextstepgrowth.com",,,,,"Business Consulting and Services","71","Redwood City, California, United States",,
,,"Zimmer & Peacock AS / ZimmerTech AS","Zimmer & Peacock AS / ZimmerTech AS","","",,,,,"","0","",,
,,"Magtech AS","Magtech AS","","",,,,,"","0","",,
,,"avarnsecurity.se","Avarn Security Group","avarnsecurity.se","avarnsecurity.se",,,,,"Security and Investigations","2700","Stockholm, Stockholm County, Sweden",,
,,"fieldmade.no","Fieldmade As","fieldmade.no","fieldmade.no",,,,,"Defense and Space Manufacturing","16","Gamle Oslo, Oslo, Norway",,
,,"Intranet Distribusjon AS","Intranet Distribusjon AS","","",,,,,"","0","",,
,,"eyecon.no","Eyecon As","eyecon.no","eyecon.no",,,,,"Technology, Information and Internet","2","Stavanger, Rogaland, Norway",,
,,"pivotalcoin.org","Pivotalcoin","pivotalcoin.org","pivotalcoin.org",,,,,"Blockchain Services","3","Bergen, Vestland, Norway",,
,,"Volvat Medisinske Senter AS","Volvat Medisinske Senter AS","","",,,,,"","0","",,
,,"properate.com","Properate","properate.com","properate.com",,,,,"Software Development","20","Norway",,
,,"reope.com","Reope","reope.com","reope.com",,,,,"IT Services and IT Consulting","13","Oslo, Oslo, Norway",,
,,"protein.com","Protein.Com","www.protein.com","protein.com",,,,,"Wellness and Fitness Services","24","Malmo, Skåne County, Sweden",,
,,"nomono.co","Nomono","www.nomono.co","nomono.co",,,,,"Consumer Electronics","31","Trondheim, Trøndelag, Norway",,
,,"mesteralliansen.no","Mesteralliansen As","www.mesteralliansen.no","mesteralliansen.no",,,,,"Construction","2","Norway",,
,,"tersanhavyard.no","Tersan Havyard","www.tersanhavyard.no","tersanhavyard.no",,,,,"Shipbuilding","61","Norway",,
,,"gentian.com","Gentian Diagnostics","gentian.com","gentian.com",,,,,"Medical Device","67","Moss, Viken, Norway",,
,,"sourcemagnet.com","Sourcemagnet","www.sourcemagnet.com","sourcemagnet.com",,,,,"Software Development","3","Oslo, Oslo, Norway",,
,,"cointegrity.io","Cointegrity","www.cointegrity.io","cointegrity.io",,,,,"Business Consulting and Services","4","Oslo, Oslo, Norway",,
,,"leasi.io","Leasi","www.leasi.io","leasi.io",,,,,"Software Development","12","Trondheim, Trøndelag, Norway",,
,,"Submara","Submara","","",,,,,"Repair and Maintenance","13","Drammen, Viken, Norway",,
,,"sportholding.no","Sport Holding As","sportholding.no","sportholding.no",,,,,"Sporting Goods Manufacturing","79","Jessheim, Viken, Norway",,
,,"el-fly.no","Elfly Group","el-fly.no","el-fly.no",,,,,"Aviation and Aerospace Component Manufacturing","27","Sandefjord, Vestfold og Telemark, Norway",,
,,"hermanaholding.com","Hermana Holding Asa","hermanaholding.com","hermanaholding.com",,,,,"Investment Management","3","",,
,,"zaptec.com","Zaptec","www.zaptec.com","zaptec.com",,,,,"Appliances, Electrical, and Electronics Manufacturing","204","Sandnes, Rogaland, Norway",,
,,"Impulsar.no","Impulsar.no","","",,,,,"","0","",,
,,"Innokap As","Innokap As","","",,,,,"Financial Services","7","Norway",,
,,"shiftmaterials.no","Shift Materials","www.shiftmaterials.no","shiftmaterials.no",,,,,"Chemical Manufacturing","4","Oslo, Oslo, Norway",,
,,"dreamwork.no","Dreamwork","www.dreamwork.no","dreamwork.no",,,,,"Staffing and Recruiting","36","Oslo, Oslo, Norway",,
,,"sebgroup.com","Seb","www.sebgroup.com","sebgroup.com",,,,,"Banking","18997","Stockholm, Stockholm County, Sweden",,
,,"Etain","Etain","","",,,,,"IT Services and IT Consulting","11","Oslo, Oslo, Norway",,
,,"visma.com","Visma","www.visma.com","visma.com",,,,,"Software Development","3887","Gamle Oslo, Oslo, Norway",,
,,"dominos.no","Domino'S Pizza Norge","www.dominos.no","dominos.no",,,,,"Food and Beverage Services","48","Oslo, Oslo, Norway",,
,,"rottefella.com","Rottefella As","www.rottefella.com","rottefella.com",,,,,"Sporting Goods","29","Drammen, Viken, Norway",,
,,"dipai.no","Dipai","dipai.no","dipai.no",,,,,"Software Development","11","Ålesund, Møre og Romsdal, Norway",,
,,"optimeering.com","Optimeering As","www.optimeering.com","optimeering.com",,,,,"Electric Power Transmission, Control, and Distribution","19","Oslo, Oslo, Norway",,
,,"hance.ai","Hance","hance.ai","hance.ai",,,,,"Software Development","13","Oslo, Oslo, Norway",,
,,"kravia.ai","Kravia","www.kravia.ai","kravia.ai",,,,,"Financial Services","71","Bergen, Vestland, Norway",,
