"Rows from: Konfitech Targets - Nikolai - 2nd and 3rd connections Norway relevant","id","company_key","name","domain","clean_domain","orgnr","proff_url","profit_before_tax","turnover","industry","company_size","location","created_at","updated_at"
,,"auticon.com","Unicus As","www.auticon.com","auticon.com",,,,,"IT Services and IT Consulting","37","Norway",,
,,"metrisk.no","Metrisk Robotparkering As","www.metrisk.no","metrisk.no",,,,,"Architecture and Planning","5","Oslo, Oslo, Norway",,
,,"connectum.no","Connectum Capital Management As","www.connectum.no","connectum.no",,,,,"Financial Services","9","Oslo, Oslo, Norway",,
,,"gotohub.no","Goto Hub","gotohub.no","gotohub.no",,,,,"IT Services and IT Consulting","6","Norway",,
,,"gramcar.com","Gram Car Carriers","www.gramcar.com","gramcar.com",,,,,"Maritime Transportation","19","Oslo, Oslo, Norway",,
,,"oksconsulting.no","Oks Consulting","www.oksconsulting.no","oksconsulting.no",,,,,"Business Consulting and Services","2","Greater Stavanger Region",,
,,"noda.se","Noda Intelligent Systems","www.noda.se","noda.se",,,,,"Environmental Services","16","Sweden",,
,,"miphic.co","Miphic","www.miphic.co","miphic.co",,,,,"Biotechnology Research","2","Bergen, Vestland, Norway",,
,,"tappin.no","Tappin As","tappin.no","tappin.no",,,,,"IT Services and IT Consulting","12","Oslo, Oslo, Norway",,
,,"Innregistrering.No","Innregistrering.No","","",,,,,"Software Development","3","Drammen, Viken, Norway",,
,,"Imenco Corrosion Technologies AS","Imenco Corrosion Technologies AS","","",,,,,"","0","",,
,,"vita-loop.com","Vitaloop","vita-loop.com","vita-loop.com",,,,,"Appliances, Electrical, and Electronics Manufacturing","3","Norway",,
,,"zrch.com","Zrch","zrch.com","zrch.com",,,,,"IT Services and IT Consulting","35","Bergen, Vestland, Norway",,
,,"joagruppen.no","Joa Gruppen As","www.joagruppen.no","joagruppen.no",,,,,"Real Estate","1","Bergen, Vestland, Norway",,
,,"Capture Bank As","Capture Bank As","","",,,,,"Business Consulting and Services","6","Oslo, Oslo, Norway",,
,,"accrupartners.com","Accru Partners","www.accrupartners.com","accrupartners.com",,,,,"Business Consulting and Services","21","",,
,,"dapt.uk","Dapt","www.dapt.uk","dapt.uk",,,,,"Information Technology & Services","9","Greater London, England, United Kingdom",,
,,"avarnsecurity.no","Avarn Security Norge","avarnsecurity.no","avarnsecurity.no",,,,,"Security and Investigations","1079","Oslo, Oslo, Norway",,
,,"nvca.no","Norsk Venturekapitalforening Nvca","www.nvca.no","nvca.no",,,,,"Venture Capital and Private Equity Principals","7","Oslo, Oslo, Norway",,
,,"STEINKOPF MEDICAL AS","STEINKOPF MEDICAL AS","","",,,,,"","0","",,
,,"factiverse.ai","Factiverse As","factiverse.ai","factiverse.ai",,,,,"Software Development","16","Oslo, Oslo, Norway",,
,,"Fjeldstad & Partners AS","Fjeldstad & Partners AS","","",,,,,"","0","",,
,,"scandinaviandistribution.no","Scandinavian Distribution","www.scandinaviandistribution.no","scandinaviandistribution.no",,,,,"Retail","4","Drammen, Viken, Norway",,
,,"emergentinfra.com","Emergent Infra","www.emergentinfra.com","emergentinfra.com",,,,,"Investment Management","2","",,
,,"Aitgroup As","Aitgroup As","","",,,,,"IT Services and IT Consulting","2","",,
,,"cruda.bio","Cruda","www.cruda.bio","cruda.bio",,,,,"Services for Renewable Energy","5","Oslo, Oslo, Norway",,
,,"helsenordikt.no","Helse Nord Ikt","helsenordikt.no","helsenordikt.no",,,,,"Hospitals and Health Care","659","Tromsø, Troms og Finnmark, Norway",,
,,"OceanTec Innovation as","OceanTec Innovation as","","",,,,,"","0","",,
,,"frydenbo-industri.no","Frydenbø Maritime Industries","www.frydenbo-industri.no","frydenbo-industri.no",,,,,"Maritime Transportation","83","Norway",,
,,"apriil.no","Apriil","www.apriil.no","apriil.no",,,,,"Public Relations and Communications Services","84","Bergen, Vestland, Norway",,
,,"loopfront.com","Loopfront","www.loopfront.com","loopfront.com",,,,,"Software Development","19","Trondheim, Trøndelag, Norway",,
,,"energi.ai","Energi.Ai","www.energi.ai","energi.ai",,,,,"Professional Services","21","Oslo, Oslo, Norway",,
,,"TOMRA Textiles","TOMRA Textiles","","",,,,,"","0","",,
,,"giremobility.com","Gire Mobility","giremobility.com","giremobility.com",,,,,"Transportation, Logistics, Supply Chain and Storage","100","Oslo, Oslo, Norway",,
,,"kvernelandenergi.no","Kverneland Energi As","www.kvernelandenergi.no","kvernelandenergi.no",,,,,"Electrical Equipment Manufacturing","35","Norway",,
,,"TENSIO AS","TENSIO AS","","",,,,,"","0","",,
,,"Fieldnode","Fieldnode","","",,,,,"","0","",,
,,"Kreos AS","Kreos AS","","",,,,,"","0","",,
,,"adjutecpharma.com","Adjutec Pharma As","adjutecpharma.com","adjutecpharma.com",,,,,"Pharmaceutical Manufacturing","9","Oslo, Oslo, Norway",,
,,"ark.no","Ark Bokhandel","www.ark.no","ark.no",,,,,"Retail","433","Norway",,
,,"artifik.no","Artifik","artifik.no","artifik.no",,,,,"Software Development","16","Oslo, Oslo, Norway",,
,,"Norsk Data","Norsk Data","","",,,,,"IT System Data Services","15","",,
,,"mollerbil.no","Møller Bil","mollerbil.no","mollerbil.no",,,,,"Retail Motor Vehicles","919","Oslo, Oslo, Norway",,
,,"Backe Oppland","Backe Oppland","","",,,,,"","0","",,
,,"suppli.no","Suppli","suppli.no","suppli.no",,,,,"Information Technology & Services","8","Larvik, Vestfold og Telemark, Norway",,
,,"wni.as","Wægger Negotiation Institute","wni.as","wni.as",,,,,"Alternative Dispute Resolution","5","Oslo, Oslo, Norway",,
,,"salesagents.uk","Sales Agents Uk","salesagents.uk","salesagents.uk",,,,,"Advertising Services","21","Brighton, England, United Kingdom",,
,,"trieye.com","Trieye Eyewear","trieye.com","trieye.com",,,,,"Sporting Goods Manufacturing","2","Drammen, Viken, Norway",,
,,"Kin","Kin","","",,,,,"Venture Capital and Private Equity Principals","6","Oslo, Oslo, Norway",,
,,"DEFA","DEFA","","",,,,,"","0","",,
,,"laerdal.com","Laerdal Medical","www.laerdal.com","laerdal.com",,,,,"Medical Equipment Manufacturing","1593","Rogaland, Norway",,
,,"breeze.no","Breeze Ship Design","www.breeze.no","breeze.no",,,,,"Maritime Transportation","48","Leirvik, Vestland, Norway",,
,,"bwoffshore.com","Bw Offshore","www.bwoffshore.com","bwoffshore.com",,,,,"Oil and Gas","1960","Oslo, Oslo, Norway",,
,,"NILU Klima- och miljöinstitutet AB","NILU Klima- och miljöinstitutet AB","","",,,,,"","0","",,
,,"gjensidige.no","Gjensidige","www.gjensidige.no","gjensidige.no",,,,,"Insurance","4735","Oslo, Oslo, Norway",,
,,"e-wheels.no","E-Wheels Norge As","e-wheels.no","e-wheels.no",,,,,"Retail","69","Norway",,
,,"volvetech.com","Volve","www.volvetech.com","volvetech.com",,,,,"Software Development","4","Oslo, Oslo, Norway",,
,,"kodio.no","Kodio","www.kodio.no","kodio.no",,,,,"IT Services and IT Consulting","13","Oslo, Oslo, Norway",,
,,"finalfrontier.vc","Final Frontier","www.finalfrontier.vc","finalfrontier.vc",,,,,"Venture Capital and Private Equity Principals","12","Copenhagen, Capital Region of Denmark, Denmark",,
,,"bsure.io","Bsure","www.bsure.io","bsure.io",,,,,"IT Services and IT Consulting","10","Oslo, Oslo, Norway",,
,,"ohf.no","Oslo Handelsstands Forening","ohf.no","ohf.no",,,,,"Events Services","14","Oslo, Oslo, Norway",,
,,"stacq.no","Stacq","stacq.no","stacq.no",,,,,"IT Services and IT Consulting","9","Norway",,
,,"appfarm.io","Appfarm As","www.appfarm.io","appfarm.io",,,,,"Software Development","59","Oslo, Oslo, Norway",,
,,"mainstreamrp.com","Mainstream Renewable Power","mainstreamrp.com","mainstreamrp.com",,,,,"Renewable Energy Power Generation","303","Dublin, County Dublin, Ireland",,
,,"teliacompany.com","Telia","www.teliacompany.com","teliacompany.com",,,,,"Telecommunications","15712","Solna, Stockholm County, Sweden",,
,,"moleda.nl","Moleda","moleda.nl","moleda.nl",,,,,"Farming","11","Sylling, Viken, Norway",,
,,"AVISOMO","AVISOMO","","",,,,,"","0","",,
,,"eviny.no","Eviny","www.eviny.no","eviny.no",,,,,"Services for Renewable Energy","430","Bergen, Vestland, Norway",,
,,"huwim.no","Huwim","www.huwim.no","huwim.no",,,,,"Technology, Information and Internet","4","Kopervik, Rogaland, Norway",,
,,"xacct.no","Xacct Accounting As","www.xacct.no","xacct.no",,,,,"Accounting","33","Oslo, Oslo, Norway",,
,,"Twoday","Twoday","","",,,,,"IT Services and IT Consulting","1993","",,
,,"storebrand.no","Storebrand","www.storebrand.no","storebrand.no",,,,,"Financial Services","2256","Oslo, Oslo, Norway",,
,,"sublicity.app","Sublicity","sublicity.app","sublicity.app",,,,,"Software Development","2","",,
,,"retailinsight.no","Retail Insight As","www.retailinsight.no","retailinsight.no",,,,,"IT System Data Services","1","Oslo, Oslo, Norway",,
,,"randstad.com","Randstad","www.randstad.com","randstad.com",,,,,"Human Resources Services","40009","Diemen, North Holland, Netherlands",,
,,"ekopost.no","Ekopost Norge","ekopost.no","ekopost.no",,,,,"Software Development","2","Åfjord, Trøndelag, Norway",,
,,"inspiratour.com","Inspiratour","www.inspiratour.com","inspiratour.com",,,,,"Events Services","7","Oslo, Oslo, Norway",,
,,"beyonder.no","Beyonder","beyonder.no","beyonder.no",,,,,"Appliances, Electrical, and Electronics Manufacturing","57","Norway",,
,,"global.eg.dk","Eg A/S","global.eg.dk","global.eg.dk",,,,,"Software Development","2266","Copenhagen, Capital Region of Denmark, Denmark",,
,,"ariaconsulting.no","Aria Management Consulting","www.ariaconsulting.no","ariaconsulting.no",,,,,"Technology, Information and Internet","2","",,
,,"defendable.no","Defendable","www.defendable.no","defendable.no",,,,,"Computer and Network Security","95","Oslo, Oslo, Norway",,
,,"testhub.tech","Testhub.Tech","testhub.tech","testhub.tech",,,,,"Software Development","7","Oslo, Oslo, Norway",,
,,"futureservices.no","Future Services Norway","www.futureservices.no","futureservices.no",,,,,"Oil and Gas","11","Kristiansand, Agder, Norway",,
,,"semine.com","Semine","www.semine.com","semine.com",,,,,"Software Development","78","Oslo, Oslo, Norway",,
,,"devtec.no","Devtec Norway As","www.devtec.no","devtec.no",,,,,"Software Development","3","Moss, Viken, Norway",,
,,"scouting.no","Scouting As","www.scouting.no","scouting.no",,,,,"Executive Search Services","1","Greater Stavanger Region",,
,,"fednee.com","Fednee","www.fednee.com","fednee.com",,,,,"Education","1","Norway",,
,,"hfasader.no","H-Fasader As","www.hfasader.no","hfasader.no",,,,,"Building Materials","45","Ålesund, Møre og Romsdal, Norway",,
,,"Gefjon Pharma","Gefjon Pharma","","",,,,,"Biotechnology Research","8","Copenhagen, Capital Region of Denmark, Denmark",,
,,"Dmaze","Dmaze","","",,,,,"","0","",,
,,"tidetec.com","Tidetec","tidetec.com","tidetec.com",,,,,"Utilities","3","Oslo, Oslo, Norway",,
,,"highstage.dk","Highstage","www.highstage.dk","highstage.dk",,,,,"IT Services and IT Consulting","20","Copenhagen, Capital Region of Denmark, Denmark",,
,,"daxap.io","Daxap","daxap.io","daxap.io",,,,,"Information Technology & Services","23","Trondheim, Trøndelag, Norway",,
,,"amp11.no","Amp Eleven","www.amp11.no","amp11.no",,,,,"Investment Management","8","Bergen, Vestland, Norway",,
,,"nxtlvl.no","Nxtlvl.No","www.nxtlvl.no","nxtlvl.no",,,,,"Business Consulting and Services","1","Kristiansand, Agder, Norway",,
,,"Vaar Consulting As","Vaar Consulting As","","",,,,,"Business Consulting and Services","3","Oslo, Oslo, Norway",,
,,"midio.com","Midio","midio.com","midio.com",,,,,"Software Development","6","Oslo, Oslo, Norway",,
,,"zisson.com","Zisson As","www.zisson.com","zisson.com",,,,,"Software Development","40","Oslo, Oslo, Norway",,
,,"nammo.com","Nammo Raufoss As","www.nammo.com","nammo.com",,,,,"Defense and Space Manufacturing","475","Raufoss, Innlandet, Norway",,
,,"qltivation.com","Qltivation As","www.qltivation.com","qltivation.com",,,,,"Strategic Management Services","3","Oslo, Oslo, Norway",,
,,"lysekonsern.no","Lyse","www.lysekonsern.no","lysekonsern.no",,,,,"Renewable Energy Power Generation","1427","Rogaland, Norway",,
,,"epinova.no","Epinova","www.epinova.no","epinova.no",,,,,"IT Services and IT Consulting","103","Oslo, Oslo, Norway",,
,,"vanafrem.com","Vána Frem","www.vanafrem.com","vanafrem.com",,,,,"Public Relations and Communications Services","1","Oslo, Oslo, Norway",,
,,"tiotech.com","Tiotech","www.tiotech.com","tiotech.com",,,,,"Nanotechnology Research","13","Bergen, Vestland, Norway",,
,,"werksta.no","Werksta Norway","www.werksta.no","werksta.no",,,,,"Automotive","40","Oslo, Oslo, Norway",,
,,"profundo.no","Profundo Norge","www.profundo.no","profundo.no",,,,,"IT Services and IT Consulting","17","Kristiansand, Agder, Norway",,
,,"tetdigital.no","Tet Digital","tetdigital.no","tetdigital.no",,,,,"Software Development","134","Oslo, Oslo, Norway",,
,,"gexcon.com","Gexcon","www.gexcon.com","gexcon.com",,,,,"Engineering Services","205","Bergen, Vestland, Norway",,
,,"overlandkonsult.no","Øverland Konsult","www.overlandkonsult.no","overlandkonsult.no",,,,,"Business Consulting and Services","1","",,
,,"enkeleksamen.no","Enkeleksamen","enkeleksamen.no","enkeleksamen.no",,,,,"E-Learning Providers","30","Frogner, Oslo, Norway",,
,,"hvild.no","Hvild As","www.hvild.no","hvild.no",,,,,"Health and Human Services","4","Oslo, Oslo, Norway",,
,,"lybescientific.com","Lybe Scientific As","www.lybescientific.com","lybescientific.com",,,,,"Biotechnology","7","Trondheim, Trøndelag, Norway",,
,,"hydrovolt.com","Hydrovolt","www.hydrovolt.com","hydrovolt.com",,,,,"Environmental Services","70","Oslo, Oslo, Norway",,
,,"variable.co","Variable","variable.co","variable.co",,,,,"Technology, Information and Internet","8","Oslo, Oslo, Norway",,
,,"variant.no","Variant","www.variant.no","variant.no",,,,,"IT Services and IT Consulting","117","Trondheim, Trøndelag, Norway",,
,,"alpinogfjell.no","Norske Alpinanlegg Og Fjelldestinasjoner","www.alpinogfjell.no","alpinogfjell.no",,,,,"Travel Arrangements","7","Oslo, Oslo, Norway",,
,,"lefdal.no","Lefdal Installasjon As","www.lefdal.no","lefdal.no",,,,,"Construction","83","Norway",,
,,"if.se","If Insurance","www.if.se","if.se",,,,,"Insurance","9327","Stockholm, Skåne County, Sweden",,
,,"ignite.no","Ignite","www.ignite.no","ignite.no",,,,,"Software Development","79","Oslo, Oslo, Norway",,
,,"karmasolutions.no","Karma Solutions As","www.karmasolutions.no","karmasolutions.no",,,,,"Technology, Information and Internet","1","Drammen, Viken, Norway",,
,,"rational-golf.com","Rational Golf","www.rational-golf.com","rational-golf.com",,,,,"Sporting Goods Manufacturing","1","Bradenton, Florida, United States",,
,,"atea.no","Atea Norge","www.atea.no","atea.no",,,,,"IT Services and IT Consulting","2515","Oslo, Oslo, Norway",,
,,"digtective.com","Digtective","digtective.com","digtective.com",,,,,"Information Technology & Services","12","Oslo, Oslo, Norway",,
,,"stabak.no","Stabæk Fotball","www.stabak.no","stabak.no",,,,,"Spectator Sports","93","Norway",,
,,"telenormaritime.com","Telenor Maritime","telenormaritime.com","telenormaritime.com",,,,,"Telecommunications","120","Arendal, Agder, Norway",,
,,"hawk.no","Hawk Infinity","hawk.no","hawk.no",,,,,"Investment Management","21","Oslo, Oslo, Norway",,
,,"dagens.farm","Dagens","dagens.farm","dagens.farm",,,,,"IT Services and IT Consulting","12","Oslo, Oslo, Norway",,
,,"garnesdata.no","Garnes Data As","www.garnesdata.no","garnesdata.no",,,,,"IT Services and IT Consulting","23","Oslo, Oslo, Norway",,
,,"CIFO Management AS","CIFO Management AS","","",,,,,"","0","",,
,,"norva24.no","Norva24 Norge","norva24.no","norva24.no",,,,,"Environmental Services","54","Oslo, Oslo, Norway",,
,,"tivitysoft.com","Tivitysoft","www.tivitysoft.com","tivitysoft.com",,,,,"Software Development","2","Norway",,
,,"nornir.io","Nornir As","nornir.io","nornir.io",,,,,"Computer Networking Products","14","Oslo, Oslo, Norway",,
,,"simien.no","Simien","simien.no","simien.no",,,,,"IT Services and IT Consulting","16","Norway",,
,,"luminahelse.no","Lumina Helse","luminahelse.no","luminahelse.no",,,,,"Hospitals and Health Care","4","",,
,,"qdaria.com","Qdaria","qdaria.com","qdaria.com",,,,,"Computer Hardware","6","Oslo, Oslo, Norway",,
,,"feddiedistillery.no","Feddie Ocean Distillery","www.feddiedistillery.no","feddiedistillery.no",,,,,"Wine & Spirits","21","Fedje, Vestland, Norway",,
,,"finnfjord.no","Finnfjord As","www.finnfjord.no","finnfjord.no",,,,,"Mining","66","Finnsnes, Troms og Finnmark, Norway",,
,,"generoc.no","Generoc As","generoc.no","generoc.no",,,,,"Industrial Machinery Manufacturing","13","Notodden, Vestfold og Telemark, Norway",,
,,"Lockton Norway AS","Lockton Norway AS","","",,,,,"","0","",,
,,"ardoq.com","Ardoq","ardoq.com","ardoq.com",,,,,"Software Development","260","Oslo, Oslo, Norway",,
,,"findable.ai","Findable","www.findable.ai","findable.ai",,,,,"Real Estate","50","Oslo, Oslo, Norway",,
,,"elton.app","Elton Mobility As","elton.app","elton.app",,,,,"Consumer Services","15","Oslo, Oslo, Norway",,
,,"cultureintelligence.io","Culture Intelligence","cultureintelligence.io","cultureintelligence.io",,,,,"Software Development","12","Oslo, Oslo, Norway",,
,,"klp.no","Klp","www.klp.no","klp.no",,,,,"Financial Services","1164","Oslo, Oslo, Norway",,
,,"voxt.no","Voxt","www.voxt.no","voxt.no",,,,,"Mobile Computing Software Products","8","Trondheim, Trøndelag, Norway",,
,,"ifindtech.com","Ifindtech","www.ifindtech.com","ifindtech.com",,,,,"Staffing and Recruiting","15","Brentwood, England, United Kingdom",,
,,"betajob.com","Betajob","www.betajob.com","betajob.com",,,,,"Information Technology & Services","4","",,
,,"seid.no","Seid As","www.seid.no","seid.no",,,,,"Environmental Services","22","Norway",,
,,"zalaris.com","Zalaris","www.zalaris.com","zalaris.com",,,,,"Human Resources","1063","Gamle Oslo, Oslo, Norway",,
,,"proteamtrading.com","Proteam Trading","www.proteamtrading.com","proteamtrading.com",,,,,"Wholesale","2","Drammen, Viken, Norway",,
,,"sunstoneinstitute.ai","Sunstone Institute","www.sunstoneinstitute.ai","sunstoneinstitute.ai",,,,,"Technology, Information and Internet","12","Oslo, Oslo, Norway",,
,,"secundo.no","Secundo.No","secundo.no","secundo.no",,,,,"Internet Marketplace Platforms","20","Oslo, Oslo, Norway",,
,,"resqunit.com","Resqunit","www.resqunit.com","resqunit.com",,,,,"Manufacturing","4","Norway",,
,,"fjorddefence.com","Fjord Defence As","www.fjorddefence.com","fjorddefence.com",,,,,"Defense and Space Manufacturing","13","Tønsberg, Vestfold og Telemark, Norway",,
,,"capgemini.com","Capgemini Invent","www.capgemini.com","capgemini.com",,,,,"Business Consulting and Services","15730","Paris, Île-de-France, France",,
,,"ctelo.com","Ctelo","www.ctelo.com","ctelo.com",,,,,"IT Services and IT Consulting","4","Moss, Viken, Norway",,
,,"AIScale.no","AIScale.no","","",,,,,"","0","",,
,,"avaocean.no","Ava Ocean","avaocean.no","avaocean.no",,,,,"Fisheries","20","Ålesund, Møre og Romsdal, Norway",,
,,"cloudgeni.ai","Cloudgeni","cloudgeni.ai","cloudgeni.ai",,,,,"Information Services","5","Oslo, Oslo, Norway",,
,,"niva.no","Norsk Institutt For Vannforskning","www.niva.no","niva.no",,,,,"Environmental Services","363","Oslo, Oslo, Norway",,
,,"admincontrol.com","Admincontrol","www.admincontrol.com","admincontrol.com",,,,,"IT Services and IT Consulting","156","Oslo, Oslo, Norway",,
,,"eager.no","Eager","eager.no","eager.no",,,,,"Business Consulting and Services","20","Gjøvik, Innlandet, Norway",,
,,"futureisfungi.org","The Future Is Fungi Award","www.futureisfungi.org","futureisfungi.org",,,,,"Non-profit Organizations","5","Oslo, Oslo, Norway",,
,,"blueberry.no","Blueberry Capital","www.blueberry.no","blueberry.no",,,,,"Investment Management","8","Gamle Oslo, Oslo, Norway",,
,,"simula.no","Simula Research Laboratory","simula.no","simula.no",,,,,"Research Services","173","Oslo, Oslo, Norway",,
,,"vikingfootwear.com","Viking Footwear","vikingfootwear.com","vikingfootwear.com",,,,,"Commerce de détail d’habillement et d’accessoires de mode","78","Oslo, Oslo, Norvège",,
,,"outlier.ai","Outlier","outlier.ai","outlier.ai",,,,,"Technology, Information and Internet","28115","San Francisco, California, United States",,
,,"akigai.no","Akigai","www.akigai.no","akigai.no",,,,,"Biotechnology Research","7","Oslo, Oslo, Norway",,
,,"norfund.no","Norfund","www.norfund.no","norfund.no",,,,,"Venture Capital and Private Equity Principals","200","Oslo, Oslo, Norway",,
,,"utbrudd.com","Utbrudd","www.utbrudd.com","utbrudd.com",,,,,"Advertising Services","10","Trondheim, Trøndelag, Norway",,
,,"pineconeimpact.com","Pinecone Ventures","www.pineconeimpact.com","pineconeimpact.com",,,,,"Venture Capital and Private Equity Principals","13","Oslo, Oslo, Norway",,
,,"tepcomp.fi","Tepcomp","www.tepcomp.fi","tepcomp.fi",,,,,"Appliances, Electrical, and Electronics Manufacturing","32","Turku, Southwest Finland, Finland",,
,,"safetycomputing.com","Safety Computing As","www.safetycomputing.com","safetycomputing.com",,,,,"IT Services and IT Consulting","9","Oslo, Oslo, Norway",,
,,"enevo.no","Enevo As","www.enevo.no","enevo.no",,,,,"Telecommunications","78","Trondheim, Trøndelag, Norway",,
,,"hoknowledge.com","House Of Knowledge","www.hoknowledge.com","hoknowledge.com",,,,,"Business Consulting and Services","3","Drammen, Viken, Norway",,
,,"Hmh","Hmh","","",,,,,"Oil and Gas","1292","Amsterdam, North Holland, Netherlands",,
,,"venturelab.no","Venturelab Norway","www.venturelab.no","venturelab.no",,,,,"Financial Services","1","Oslo, Oslo, Norway",,
,,"cobrief.no","Cobrief","www.cobrief.no","cobrief.no",,,,,"Software Development","6","Oslo, Oslo, Norway",,
,,"futureon.com","Futureon","www.futureon.com","futureon.com",,,,,"Software Development","58","Oslo, Oslo, Norway",,
,,"arcticprotein.no","Arctic Protein","www.arcticprotein.no","arcticprotein.no",,,,,"Animal Feed Manufacturing","4","Trondheim, Trøndelag, Norway",,
,,"rsmnorge.no","Rsm Norge","www.rsmnorge.no","rsmnorge.no",,,,,"Financial Services","326","Oslo, Oslo, Norway",,
,,"nyheimbolig.no","Nyheim Bolig","www.nyheimbolig.no","nyheimbolig.no",,,,,"Real Estate","2","Tromsø, Troms og Finnmark, Norway",,
,,"sentisystems.com","Sentisystems","www.sentisystems.com","sentisystems.com",,,,,"Robotics Engineering","12","Trondheim, Trøndelag, Norway",,
,,"postenbring.no","Posten Bring As","www.postenbring.no","postenbring.no",,,,,"Transportation, Logistics, Supply Chain and Storage","4405","Gamle Oslo, Oslo, Norway",,
,,"nhosh.no","Nho Service Og Handel","www.nhosh.no","nhosh.no",,,,,"Non-profit Organizations","47","Oslo, Oslo, Norway",,
,,"aminacharging.com","Amina Charging","www.aminacharging.com","aminacharging.com",,,,,"Appliances, Electrical, and Electronics Manufacturing","40","Norway",,
,,"zoopit.no","Zoopit As","zoopit.no","zoopit.no",,,,,"Transportation, Logistics, Supply Chain and Storage","9","Oslo, Oslo, Norway",,
,,"newcode.ai","Newcode.Ai","newcode.ai","newcode.ai",,,,,"Software Development","15","Oslo, Oslo, Norway",,
,,"adaptic.no","Adaptic","adaptic.no","adaptic.no",,,,,"IT Services and IT Consulting","35","Bergen, Vestland, Norway",,
,,"equip.no","Equip Capital","www.equip.no","equip.no",,,,,"Venture Capital and Private Equity Principals","14","Oslo, Oslo, Norway",,
,,"increo.no","Increo As","increo.no","increo.no",,,,,"Technology, Information and Internet","35","Trondheim, Trøndelag, Norway",,
,,"nanopowersemi.com","Nanopower As","www.nanopowersemi.com","nanopowersemi.com",,,,,"Semiconductor Manufacturing","22","Kristiansand, Agder, Norway",,
,,"inflowcontrol.no","Inflowcontrol","www.inflowcontrol.no","inflowcontrol.no",,,,,"Oil and Gas","53","Porsgrunn/Skien, Vestfold og Telemark, Norway",,
,,"info.mercell.com","Mercell","info.mercell.com","info.mercell.com",,,,,"Information Services","446","Oslo, Oslo, Norway",,
,,"current.eco","Current","www.current.eco","current.eco",,,,,"Services for Renewable Energy","34","Oslo, Oslo, Norway",,
,,"iss-shipping.com","Inchcape Shipping Services","www.iss-shipping.com","iss-shipping.com",,,,,"Transportation, Logistics, Supply Chain and Storage","3312","London, England, United Kingdom",,
,,"ks.no","Ks Kommunesektorens Organisasjon","www.ks.no","ks.no",,,,,"Government Administration","394","Gamle Oslo, Oslo, Norway",,
,,"plantagen.se","Plantagen / Plantasjen","www.plantagen.se","plantagen.se",,,,,"Retail","557","Stockholm, Stockholm County, Sweden",,
,,"hansa-safety.com","Hansa Safety Services","www.hansa-safety.com","hansa-safety.com",,,,,"Maritime Transportation","39","Oslo, Oslo, Norway",,
,,"rocs.no","Rocs - Rocket Science Of Marketing","www.rocs.no","rocs.no",,,,,"Advertising Services","10","Oslo, Oslo, Norway",,
,,"bergensynergy.com","Bergen Synergy","www.bergensynergy.com","bergensynergy.com",,,,,"Electric Power Transmission, Control, and Distribution","21","Bergen, Vestland, Norway",,
,,"fiken.no","Fiken As","fiken.no","fiken.no",,,,,"IT Services and IT Consulting","73","Oslo, Oslo, Norway",,
,,"Zirq Solutions","Zirq Solutions","","",,,,,"","0","",,
,,"previwo.com","Previwo","www.previwo.com","previwo.com",,,,,"Biotechnology Research","17","Oslo, Oslo, Norway",,
,,"candidateaid.com","Candidate Aid","www.candidateaid.com","candidateaid.com",,,,,"Human Resources Services","3","Greater Oslo Region",,
,,"cjfeehan.com","Christine J. Feehan","cjfeehan.com","cjfeehan.com",,,,,"Business Consulting and Services","1","",,
,,"Precision Labs As","Precision Labs As","","",,,,,"IT Services and IT Consulting","1","Oslo, Oslo, Norway",,
,,"relato.com","Relato","www.relato.com","relato.com",,,,,"Technology, Information and Media","3","San Francisco, California, United States",,
,,"oliasoft.com","Oliasoft As","www.oliasoft.com","oliasoft.com",,,,,"Oil and Gas","54","Oslo, Oslo, Norway",,
,,"Norwegian Hydrogen","Norwegian Hydrogen","","",,,,,"Services for Renewable Energy","25","Ålesund, Møre og Romsdal, Norway",,
,,"Maritime Innovation Development","Maritime Innovation Development","","",,,,,"","0","",,
,,"windsim.com","Windsim As","www.windsim.com","windsim.com",,,,,"Renewables & Environment","13","Tønsberg, Vestfold og Telemark, Norway",,
,,"hemispherian.com","Hemispherian","hemispherian.com","hemispherian.com",,,,,"Biotechnology Research","11","Oslo, Oslo, Norway",,
,,"nibio.no","Nibio Norwegian Institute Of Bioeconomy Research","www.nibio.no","nibio.no",,,,,"Research Services","593","Ås, Viken, Norway",,
,,"bluemaritimecluster.no","Gce Blue Maritime Cluster","www.bluemaritimecluster.no","bluemaritimecluster.no",,,,,"Maritime Transportation","11","Norway",,
,,"shipnet.no","Shipnet","www.shipnet.no","shipnet.no",,,,,"Software Development","140","Oslo, Oslo, Norway",,
,,"vectronbiosolutions.com","Vectron Biosolutions As","www.vectronbiosolutions.com","vectronbiosolutions.com",,,,,"Biotechnology Research","8","Trondheim, Trøndelag, Norway",,
,,"fishglobe.no","Fishglobe Technologies","www.fishglobe.no","fishglobe.no",,,,,"Seafood Product Manufacturing","25","Sandnes, Rogaland, Norway",,
,,"akersolutions.com","Aker Solutions","www.akersolutions.com","akersolutions.com",,,,,"Oil and Gas","17087","Oslo, Oslo, Norway",,
,,"kilkaya.com","Kilkaya","www.kilkaya.com","kilkaya.com",,,,,"Newspaper Publishing","10","Ski, Viken, Norway",,
,,"beefutures.io","Beefutures.Io","beefutures.io","beefutures.io",,,,,"Farming","19","Oslo, Oslo, Norway",,
